"Record Length",1000,"Points",-7.72500000e-009,-7.35156442e-004
"Sample Interval",2.50000000e-011,s,-7.70000000e-009,-7.56250193e-004
"Trigger Point",309,"Samples",-7.67500000e-009,-7.64062694e-004
"Trigger Time",2.07564532e-011,s,-7.65000000e-009,-7.59375193e-004
"",,,-7.62500000e-009,-7.46875193e-004
"Horizontal Offset",-7.72500000e-009,s,-7.60000000e-009,-7.30468941e-004
,,,-7.57500000e-009,-7.14062690e-004
,,,-7.55000000e-009,-7.00000189e-004
,,,-7.52500000e-009,-6.90625189e-004
,,,-7.50000000e-009,-6.88281438e-004
,,,-7.47500000e-009,-6.90625189e-004
,,,-7.45000000e-009,-6.96093939e-004
,,,-7.42500000e-009,-7.02343939e-004
,,,-7.40000000e-009,-7.06250190e-004
,,,-7.37500000e-009,-7.05468940e-004
,,,-7.35000000e-009,-7.00000189e-004
,,,-7.32500000e-009,-6.86718938e-004
,,,-7.30000000e-009,-6.71093937e-004
,,,-7.27500000e-009,-6.55468936e-004
,,,-7.25000000e-009,-6.43750185e-004
,,,-7.22500000e-009,-6.39843935e-004
,,,-7.20000000e-009,-6.46093935e-004
,,,-7.17500000e-009,-6.65625187e-004
,,,-7.15000000e-009,-7.00000189e-004
,,,-7.12500000e-009,-7.47656443e-004
,,,-7.10000000e-009,-8.06250197e-004
,,,-7.07500000e-009,-8.71093951e-004
,,,-7.05000000e-009,-9.36718956e-004
,,,-7.02500000e-009,-9.96875210e-004
,,,-7.00000000e-009,-1.04687521e-003
,,,-6.97500000e-009,-1.08203147e-003
,,,-6.95000000e-009,-1.10000022e-003
,,,-6.92500000e-009,-1.09453147e-003
,,,-6.90000000e-009,-1.07421897e-003
,,,-6.87500000e-009,-1.04218771e-003
,,,-6.85000000e-009,-1.00390646e-003
,,,-6.82500000e-009,-9.64843958e-004
,,,-6.80000000e-009,-9.32031456e-004
,,,-6.77500000e-009,-9.08593954e-004
,,,-6.75000000e-009,-9.00000203e-004
,,,-6.72500000e-009,-9.05468954e-004
,,,-6.70000000e-009,-9.25781455e-004
,,,-6.67500000e-009,-9.57812707e-004
,,,-6.65000000e-009,-9.95312710e-004
,,,-6.62500000e-009,-1.03359396e-003
,,,-6.60000000e-009,-1.06718772e-003
,,,-6.57500000e-009,-1.08984397e-003
,,,-6.55000000e-009,-1.10000022e-003
,,,-6.52500000e-009,-1.09140647e-003
,,,-6.50000000e-009,-1.07031272e-003
,,,-6.47500000e-009,-1.03828146e-003
,,,-6.45000000e-009,-1.00078146e-003
,,,-6.42500000e-009,-9.62500208e-004
,,,-6.40000000e-009,-9.30468956e-004
,,,-6.37500000e-009,-9.08593954e-004
,,,-6.35000000e-009,-9.00000203e-004
,,,-6.32500000e-009,-9.05468954e-004
,,,-6.30000000e-009,-9.25000205e-004
,,,-6.27500000e-009,-9.55468957e-004
,,,-6.25000000e-009,-9.92968960e-004
,,,-6.22500000e-009,-1.03125021e-003
,,,-6.20000000e-009,-1.06484397e-003
,,,-6.17500000e-009,-1.08828147e-003
,,,-6.15000000e-009,-1.10000022e-003
,,,-6.12500000e-009,-1.09375022e-003
,,,-6.10000000e-009,-1.07421897e-003
,,,-6.07500000e-009,-1.04375021e-003
,,,-6.05000000e-009,-1.00703146e-003
,,,-6.02500000e-009,-9.69531458e-004
,,,-6.00000000e-009,-9.36718956e-004
,,,-5.97500000e-009,-9.11718954e-004
,,,-5.95000000e-009,-9.00000203e-004
,,,-5.92500000e-009,-9.03125204e-004
