"Record Length",1000,"Points",-7.72500000e-009,3.12499463e-005
"Sample Interval",2.50000000e-011,s,-7.70000000e-009,3.28124464e-005
"Trigger Point",309,"Samples",-7.67500000e-009,2.89061962e-005
"Trigger Time",2.40200000e-011,s,-7.65000000e-009,1.79686954e-005
"",,,-7.62500000e-009,-5.58793550e-011
"Horizontal Offset",-7.72500000e-009,s,-7.60000000e-009,-2.65625578e-005
,,,-7.57500000e-009,-5.70313099e-005
,,,-7.55000000e-009,-9.06250623e-005
,,,-7.52500000e-009,-1.23437565e-004
,,,-7.50000000e-009,-1.53125067e-004
,,,-7.47500000e-009,-1.78125068e-004
,,,-7.45000000e-009,-1.93750070e-004
,,,-7.42500000e-009,-2.00000070e-004
,,,-7.40000000e-009,-1.96093820e-004
,,,-7.37500000e-009,-1.81250069e-004
,,,-7.35000000e-009,-1.57812567e-004
,,,-7.32500000e-009,-1.27343815e-004
,,,-7.30000000e-009,-9.37500625e-005
,,,-7.27500000e-009,-5.93750601e-005
,,,-7.25000000e-009,-2.73438078e-005
,,,-7.22500000e-009,-5.58793550e-011
,,,-7.20000000e-009,1.87499454e-005
,,,-7.17500000e-009,2.96874462e-005
,,,-7.15000000e-009,3.35936965e-005
,,,-7.12500000e-009,3.20311964e-005
,,,-7.10000000e-009,2.57811959e-005
,,,-7.07500000e-009,1.71874453e-005
,,,-7.05000000e-009,7.81244467e-006
,,,-7.02500000e-009,-5.58793550e-011
,,,-7.00000000e-009,-5.46880627e-006
,,,-6.97500000e-009,-7.81255643e-006
,,,-6.95000000e-009,-7.81255643e-006
,,,-6.92500000e-009,-5.46880627e-006
,,,-6.90000000e-009,-3.12505610e-006
,,,-6.87500000e-009,-7.81305935e-007
,,,-6.85000000e-009,7.81194176e-007
,,,-6.82500000e-009,-5.58793550e-011
,,,-6.80000000e-009,-3.12505610e-006
,,,-6.77500000e-009,-7.81255643e-006
,,,-6.75000000e-009,-1.25000568e-005
,,,-6.72500000e-009,-1.64063070e-005
,,,-6.70000000e-009,-1.79688072e-005
,,,-6.67500000e-009,-1.64063070e-005
,,,-6.65000000e-009,-1.01563066e-005
,,,-6.62500000e-009,-5.58793550e-011
,,,-6.60000000e-009,1.24999450e-005
,,,-6.57500000e-009,2.65624460e-005
,,,-6.55000000e-009,3.98436969e-005
,,,-6.52500000e-009,4.84374475e-005
,,,-6.50000000e-009,5.07811977e-005
,,,-6.47500000e-009,4.37499472e-005
,,,-6.45000000e-009,2.65624460e-005
,,,-6.42500000e-009,-5.58793550e-011
,,,-6.40000000e-009,-3.67188085e-005
,,,-6.37500000e-009,-7.81250614e-005
,,,-6.35000000e-009,-1.21093814e-004
,,,-6.32500000e-009,-1.60156317e-004
,,,-6.30000000e-009,-1.91406319e-004
,,,-6.27500000e-009,-2.10156321e-004
,,,-6.25000000e-009,-2.14062571e-004
,,,-6.22500000e-009,-2.00000070e-004
,,,-6.20000000e-009,-1.67968818e-004
,,,-6.17500000e-009,-1.21093814e-004
,,,-6.15000000e-009,-6.32813104e-005
,,,-6.12500000e-009,-7.81305935e-007
,,,-6.10000000e-009,6.24999485e-005
,,,-6.07500000e-009,1.20312453e-004
,,,-6.05000000e-009,1.67187456e-004
,,,-6.02500000e-009,1.99999958e-004
,,,-6.00000000e-009,2.12499959e-004
,,,-5.97500000e-009,2.07812459e-004
,,,-5.95000000e-009,1.87499957e-004
,,,-5.92500000e-009,1.56249955e-004
,,,-5.90000000e-009,1.16406202e-004
,,,-5.87500000e-009,7.42186994e-005
,,,-5.85000000e-009,3.43749466e-005
,,,-5.82500000e-009,-5.58793550e-011
,,,-5.80000000e-009,-2.73438078e-005
