"Record Length",1000,"Points",-7.72500000e-009,3.00781132e-004
"Sample Interval",2.50000000e-011,s,-7.70000000e-009,3.00781132e-004
"Trigger Point",309,"Samples",-7.67500000e-009,2.99999882e-004
"Trigger Time",7.13688312e-012,s,-7.65000000e-009,3.07031132e-004
"",,,-7.62500000e-009,3.15624883e-004
"Horizontal Offset",-7.72500000e-009,s,-7.60000000e-009,3.28124884e-004
,,,-7.57500000e-009,3.46093635e-004
,,,-7.55000000e-009,3.71093637e-004
,,,-7.52500000e-009,4.03906139e-004
,,,-7.50000000e-009,4.46874892e-004
,,,-7.47500000e-009,4.99999896e-004
,,,-7.45000000e-009,5.67187400e-004
,,,-7.42500000e-009,6.42187406e-004
,,,-7.40000000e-009,7.21874911e-004
,,,-7.37500000e-009,8.03906167e-004
,,,-7.35000000e-009,8.85156173e-004
,,,-7.32500000e-009,9.62499928e-004
,,,-7.30000000e-009,1.03515618e-003
,,,-7.27500000e-009,1.09999994e-003
,,,-7.25000000e-009,1.15703119e-003
,,,-7.22500000e-009,1.20624995e-003
,,,-7.20000000e-009,1.25156245e-003
,,,-7.17500000e-009,1.29609370e-003
,,,-7.15000000e-009,1.34062496e-003
,,,-7.12500000e-009,1.38906246e-003
,,,-7.10000000e-009,1.44218746e-003
,,,-7.07500000e-009,1.49999997e-003
,,,-7.05000000e-009,1.55546872e-003
,,,-7.02500000e-009,1.61015622e-003
,,,-7.00000000e-009,1.66171873e-003
,,,-6.97500000e-009,1.70390623e-003
,,,-6.95000000e-009,1.73281248e-003
,,,-6.92500000e-009,1.74453123e-003
,,,-6.90000000e-009,1.73359373e-003
,,,-6.87500000e-009,1.69999998e-003
,,,-6.85000000e-009,1.63593748e-003
,,,-6.82500000e-009,1.55546872e-003
,,,-6.80000000e-009,1.46484371e-003
,,,-6.77500000e-009,1.37031246e-003
,,,-6.75000000e-009,1.28046870e-003
,,,-6.72500000e-009,1.20156245e-003
,,,-6.70000000e-009,1.14062494e-003
,,,-6.67500000e-009,1.09999994e-003
,,,-6.65000000e-009,1.08124994e-003
,,,-6.62500000e-009,1.08515619e-003
,,,-6.60000000e-009,1.10859369e-003
,,,-6.57500000e-009,1.14687494e-003
,,,-6.55000000e-009,1.19140619e-003
,,,-6.52500000e-009,1.23671870e-003
,,,-6.50000000e-009,1.27421870e-003
,,,-6.47500000e-009,1.29999995e-003
,,,-6.45000000e-009,1.30781245e-003
,,,-6.42500000e-009,1.29921870e-003
,,,-6.40000000e-009,1.27734370e-003
,,,-6.37500000e-009,1.24453120e-003
,,,-6.35000000e-009,1.20624995e-003
,,,-6.32500000e-009,1.16640619e-003
,,,-6.30000000e-009,1.12968744e-003
,,,-6.27500000e-009,1.09999994e-003
,,,-6.25000000e-009,1.08124994e-003
,,,-6.22500000e-009,1.07265619e-003
,,,-6.20000000e-009,1.07343744e-003
,,,-6.17500000e-009,1.07968744e-003
,,,-6.15000000e-009,1.08984369e-003
,,,-6.12500000e-009,1.09843744e-003
,,,-6.10000000e-009,1.10312494e-003
,,,-6.07500000e-009,1.09999994e-003
,,,-6.05000000e-009,1.09062494e-003
,,,-6.02500000e-009,1.07109369e-003
,,,-6.00000000e-009,1.04374993e-003
